_dataobs_,id,age,gender,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,postal_code,annual_mileage,vehicle_type,speeding_violations,duis,past_accidents,outcome,IMP_annual_mileage,IMP_credit_score,GRP_IMP_credit_score,GRP_age,GRP_children,GRP_married,GRP_past_accidents,GRP_speeding_violations,GRP_vehicle_ownership,GRP_driving_experience,GRP_education,GRP_income,GRP_vehicle_year,BIN_outcome
4847,102661,1,0,10-19y,university,upper class,,1,after 2015,0,0,10238,15000,sedan,1,0,0,0,15000,0.5250327586,3,3,3,3,3,3,4,3,3,2,3,0
4849,847915,2,1,0-9y,university,upper class,0.6714062798,1,after 2015,1,1,10238,12000,sedan,0,0,0,0,12000,0.6714062798,5,4,4,4,3,3,4,2,3,2,3,0
4866,55949,0,0,0-9y,none,poverty,0.4758086379,1,before 2015,0,0,10238,14000,sports car,0,0,0,0,14000,0.4758086379,3,2,3,3,3,3,4,2,4,4,2,0
4867,128281,1,1,10-19y,high school,middle class,0.5138477784,0,after 2015,0,1,32765,8000,sedan,6,0,4,0,8000,0.5138477784,3,3,4,3,4,4,3,3,2,3,3,0
4883,355897,2,0,10-19y,high school,upper class,0.7383979642,1,after 2015,0,1,10238,11000,sedan,1,0,2,0,11000,0.7383979642,5,4,4,3,4,3,4,3,2,2,3,0
4887,53935,1,1,10-19y,high school,working class,0.4888103261,0,after 2015,1,1,10238,12000,sedan,0,0,2,0,12000,0.4888103261,3,3,4,4,4,3,3,3,2,5,3,0
4891,869505,3,0,0-9y,high school,upper class,0.617478389,1,before 2015,1,1,10238,9000,sedan,0,0,0,0,9000,0.617478389,5,4,4,4,3,3,4,2,2,2,2,0
4893,757136,2,0,10-19y,university,upper class,0.690269177,1,before 2015,1,1,10238,11000,sedan,1,0,1,0,11000,0.690269177,5,4,4,4,3,3,4,3,3,2,2,0
4896,670230,2,0,0-9y,university,middle class,0.5283274092,0,after 2015,1,1,10238,10000,sports car,0,0,0,0,10000,0.5283274092,3,4,4,4,3,3,3,2,3,3,3,0
4897,506705,1,0,10-19y,high school,poverty,,0,before 2015,0,0,32765,9000,sports car,3,0,0,1,9000,0.5250327586,3,3,3,3,3,4,3,3,2,4,2,1
4904,903337,1,0,10-19y,none,poverty,0.3136216973,0,before 2015,1,1,10238,,sedan,1,0,0,0,12000,0.3136216973,2,3,4,4,3,3,3,3,4,4,2,0
4907,963672,2,0,10-19y,high school,middle class,0.5866035371,1,before 2015,1,1,32765,6000,sedan,3,0,0,0,6000,0.5866035371,4,4,4,4,3,4,4,3,2,3,2,0
4911,207495,0,1,0-9y,none,poverty,,0,before 2015,0,0,32765,10000,sedan,0,0,0,1,10000,0.5250327586,3,2,3,3,3,3,3,2,4,4,2,1
4923,559339,2,0,0-9y,university,middle class,0.5626962816,0,before 2015,0,1,32765,,sports car,0,0,0,0,12000,0.5626962816,4,4,4,3,3,3,3,2,3,3,2,0
4925,825000,2,1,0-9y,high school,upper class,0.6435845629,0,before 2015,0,1,10238,14000,sedan,0,0,0,1,14000,0.6435845629,5,4,4,3,3,3,3,2,2,2,2,1
4929,695020,2,0,20-29y,high school,upper class,,0,before 2015,1,0,10238,11000,sedan,0,0,0,0,11000,0.5250327586,3,4,3,4,3,3,3,4,2,2,2,0
4934,925179,0,1,0-9y,high school,poverty,0.3306596233,0,before 2015,0,1,32765,11000,sedan,0,0,0,1,11000,0.3306596233,2,2,4,3,3,3,3,2,2,4,2,1
4935,649769,3,0,30y+,university,upper class,0.6183141635,1,after 2015,1,1,32765,8000,sedan,3,0,3,0,8000,0.6183141635,5,4,4,4,4,4,4,5,3,2,3,0
4936,154695,2,1,0-9y,university,upper class,0.5176533639,1,before 2015,1,1,32765,10000,sedan,0,0,0,1,10000,0.5176533639,3,4,4,4,3,3,4,2,3,2,2,1
4940,730370,3,0,20-29y,high school,upper class,0.6497422798,1,before 2015,0,1,10238,9000,sedan,3,0,1,0,9000,0.6497422798,5,4,4,3,3,4,4,4,2,2,2,0
4941,545482,0,0,0-9y,none,poverty,0.5316594723,1,before 2015,0,1,10238,,sedan,0,0,0,1,12000,0.5316594723,4,2,4,3,3,3,4,2,4,4,2,1
4959,392048,1,1,0-9y,high school,working class,,0,before 2015,1,1,32765,9000,sedan,0,0,0,0,9000,0.5250327586,3,3,4,4,3,3,3,2,2,5,2,0
4961,86219,1,1,10-19y,university,upper class,0.4678437656,1,after 2015,1,1,10238,12000,sedan,1,0,3,0,12000,0.4678437656,3,3,4,4,4,3,4,3,3,2,3,0
4962,671080,0,0,0-9y,high school,working class,0.6705840253,1,before 2015,1,0,32765,12000,sedan,0,0,0,1,12000,0.6705840253,5,2,3,4,3,3,4,2,2,5,2,1
4966,670634,0,1,0-9y,university,working class,0.3577224688,1,before 2015,1,1,32765,8000,sedan,0,0,0,1,8000,0.3577224688,2,2,4,4,3,3,4,2,3,5,2,1
4967,337500,2,0,0-9y,university,working class,0.3792686191,1,before 2015,0,0,10238,14000,sedan,0,0,0,0,14000,0.3792686191,2,4,3,3,3,3,4,2,3,5,2,0
4968,567122,1,0,10-19y,university,upper class,0.5213673671,1,before 2015,1,1,10238,8000,sedan,0,0,0,0,8000,0.5213673671,3,3,4,4,3,3,4,3,3,2,2,0
4976,471795,2,0,0-9y,none,working class,0.2858110156,0,after 2015,0,1,32765,8000,sedan,0,0,0,0,8000,0.2858110156,2,4,4,3,3,3,3,2,4,5,3,0
4977,623545,2,1,20-29y,high school,working class,0.4701261681,1,before 2015,0,0,10238,12000,sedan,6,0,4,0,12000,0.4701261681,3,4,3,3,4,4,4,4,2,5,2,0
4981,109980,1,0,10-19y,high school,working class,0.3670173487,0,before 2015,1,1,10238,9000,sedan,2,1,2,0,9000,0.3670173487,2,3,4,4,4,4,3,3,2,5,2,0
4984,589105,1,1,0-9y,high school,working class,0.5042053863,0,before 2015,0,1,10238,14000,sedan,0,0,0,1,14000,0.5042053863,3,3,4,3,3,3,3,2,2,5,2,1
4986,692867,2,1,20-29y,university,upper class,0.5417620352,1,before 2015,1,1,10238,11000,sedan,2,1,2,0,11000,0.5417620352,4,4,4,4,4,4,4,4,3,2,2,0
4992,511532,1,1,10-19y,none,poverty,0.2186759508,1,before 2015,0,1,10238,10000,sedan,1,0,1,0,10000,0.2186759508,2,3,4,3,3,3,4,3,4,4,2,0
4998,57623,1,1,10-19y,university,upper class,0.645661394,0,after 2015,0,1,10238,12000,sedan,1,0,2,0,12000,0.645661394,5,3,4,3,4,3,3,3,3,2,3,0
5002,910841,1,0,10-19y,none,middle class,0.7325962199,1,before 2015,0,1,21217,13000,sedan,2,0,1,1,13000,0.7325962199,5,3,4,3,3,4,4,3,4,3,2,1
5003,822227,0,0,0-9y,high school,working class,0.44666833,1,after 2015,0,0,92101,17000,sedan,0,0,0,0,17000,0.44666833,3,2,3,3,3,3,4,2,2,5,3,0
5006,618829,3,1,0-9y,high school,upper class,0.7621694621,1,before 2015,1,1,92101,10000,sedan,0,0,0,1,10000,0.7621694621,5,4,4,4,3,3,4,2,2,2,2,1
5010,215319,3,0,30y+,university,upper class,0.7257495694,1,before 2015,1,1,10238,11000,sedan,2,0,2,0,11000,0.7257495694,5,4,4,4,4,4,4,5,3,2,2,0
5018,532643,2,0,20-29y,high school,middle class,0.3786978812,1,before 2015,0,1,21217,12000,sedan,2,0,1,1,12000,0.3786978812,2,4,4,3,3,4,4,4,2,3,2,1
5020,265334,0,1,0-9y,high school,poverty,,1,before 2015,1,1,10238,10000,sedan,0,0,0,1,10000,0.5250327586,3,2,4,4,3,3,4,2,2,4,2,1
5028,701805,1,0,10-19y,high school,working class,0.4983794505,1,before 2015,0,0,10238,,sedan,0,1,0,0,12000,0.4983794505,3,3,3,3,3,3,4,3,2,5,2,0
5038,739141,1,1,10-19y,high school,middle class,0.4281283032,1,before 2015,1,1,10238,13000,sedan,0,1,3,0,13000,0.4281283032,2,3,4,4,4,3,4,3,2,3,2,0
5042,871987,1,0,10-19y,high school,middle class,0.5914057961,1,after 2015,1,1,10238,8000,sedan,1,0,0,0,8000,0.5914057961,4,3,4,4,3,3,4,3,2,3,3,0
5054,654698,3,1,30y+,high school,upper class,,1,after 2015,1,0,10238,17000,sedan,2,1,9,0,17000,0.5250327586,3,4,3,4,4,4,4,5,2,2,3,0
5055,422536,3,1,30y+,university,upper class,0.5391203184,1,before 2015,1,1,32765,10000,sedan,16,0,3,0,10000,0.5391203184,4,4,4,4,4,4,4,5,3,2,2,0
5056,593636,3,1,20-29y,none,middle class,0.5761410517,1,after 2015,0,1,10238,11000,sedan,3,1,1,0,11000,0.5761410517,4,4,4,3,3,4,4,4,4,3,3,0
5058,829121,1,0,10-19y,none,poverty,0.3064889685,1,before 2015,1,0,10238,16000,sedan,1,1,1,0,16000,0.3064889685,2,3,3,4,3,3,4,3,4,4,2,0
5062,424880,3,1,10-19y,none,upper class,0.670803382,1,after 2015,1,0,10238,13000,sedan,4,0,2,0,13000,0.670803382,5,4,3,4,4,4,4,3,4,2,3,0
5065,112301,1,1,0-9y,none,working class,0.4315102317,1,before 2015,1,0,10238,12000,sedan,0,0,0,0,12000,0.4315102317,3,3,3,4,3,3,4,2,4,5,2,0
5067,577364,3,0,30y+,university,upper class,0.487878683,0,before 2015,0,1,10238,12000,sedan,3,0,2,0,12000,0.487878683,3,4,4,3,4,4,3,5,3,2,2,0
5080,273918,1,0,10-19y,high school,middle class,0.6001147131,1,before 2015,0,0,10238,15000,sedan,0,0,0,0,15000,0.6001147131,4,3,3,3,3,3,4,3,2,3,2,0
5081,916521,1,0,0-9y,none,poverty,0.2611478582,1,before 2015,1,1,10238,9000,sedan,0,0,0,0,9000,0.2611478582,2,3,4,4,3,3,4,2,4,4,2,0
5083,586547,0,0,0-9y,high school,poverty,0.2502084663,1,before 2015,0,1,32765,10000,sedan,0,0,0,0,10000,0.2502084663,2,2,4,3,3,3,4,2,2,4,2,0
5086,385925,1,0,0-9y,high school,working class,0.4425570936,0,before 2015,1,1,10238,10000,sedan,0,0,0,1,10000,0.4425570936,3,3,4,4,3,3,3,2,2,5,2,1
5090,185027,1,1,10-19y,high school,working class,0.523920401,1,before 2015,0,1,10238,12000,sedan,0,0,1,0,12000,0.523920401,3,3,4,3,3,3,4,3,2,5,2,0
5096,686015,1,0,0-9y,none,poverty,0.4495824703,0,before 2015,0,0,10238,14000,sedan,0,0,0,1,14000,0.4495824703,3,3,3,3,3,3,3,2,4,4,2,1
5098,908652,0,1,0-9y,high school,middle class,0.3930218878,0,before 2015,0,0,10238,13000,sedan,0,0,0,1,13000,0.3930218878,2,2,3,3,3,3,3,2,2,3,2,1
5100,665946,2,1,10-19y,university,middle class,0.6093539899,1,before 2015,1,1,10238,,sedan,1,0,4,0,12000,0.6093539899,4,4,4,4,4,3,4,3,3,3,2,0
5104,515684,1,1,10-19y,high school,working class,0.4056422746,1,before 2015,0,0,10238,,sedan,1,0,0,0,12000,0.4056422746,2,3,3,3,3,3,4,3,2,5,2,0
5107,888650,1,0,10-19y,high school,working class,0.563816987,1,before 2015,0,1,10238,10000,sedan,0,0,1,0,10000,0.563816987,4,3,4,3,3,3,4,3,2,5,2,0
5111,479043,0,0,0-9y,none,poverty,0.5474717562,0,before 2015,0,0,10238,14000,sedan,0,0,0,1,14000,0.5474717562,4,2,3,3,3,3,3,2,4,4,2,1
5113,288376,1,0,10-19y,none,working class,,1,before 2015,0,0,32765,,sedan,2,2,0,0,12000,0.5250327586,3,3,3,3,3,4,4,3,4,5,2,0
5118,896096,1,1,0-9y,university,middle class,0.5193479439,1,before 2015,1,0,10238,18000,sedan,0,0,0,1,18000,0.5193479439,3,3,3,4,3,3,4,2,3,3,2,1
5119,279212,2,1,20-29y,high school,working class,0.4207561351,0,before 2015,1,0,32765,,sedan,7,2,3,0,12000,0.4207561351,2,4,3,4,4,4,3,4,2,5,2,0
5123,12509,1,1,10-19y,university,upper class,0.6528807993,1,before 2015,0,1,10238,10000,sedan,0,2,1,0,10000,0.6528807993,5,3,4,3,3,3,4,3,3,2,2,0
5128,933768,2,1,20-29y,university,upper class,0.6614527534,1,before 2015,0,0,32765,11000,sedan,7,1,2,0,11000,0.6614527534,5,4,3,3,4,4,4,4,3,2,2,0
5131,971471,0,0,0-9y,none,poverty,0.3109816429,0,before 2015,0,0,32765,14000,sedan,0,0,0,1,14000,0.3109816429,2,2,3,3,3,3,3,2,4,4,2,1
5132,189179,1,1,10-19y,university,middle class,0.5614045222,1,before 2015,0,0,32765,15000,sedan,3,1,1,0,15000,0.5614045222,4,3,3,3,3,4,4,3,3,3,2,0
5133,723272,0,1,0-9y,high school,upper class,0.5459111879,0,before 2015,1,1,32765,,sedan,0,0,0,1,12000,0.5459111879,4,2,4,4,3,3,3,2,2,2,2,1
5139,750937,2,0,20-29y,university,upper class,0.7744583615,1,before 2015,0,1,10238,,sedan,3,0,0,0,12000,0.7744583615,5,4,4,3,3,4,4,4,3,2,2,0
5142,810417,1,1,10-19y,none,working class,0.4131181465,1,before 2015,0,1,21217,15000,sedan,0,0,1,1,15000,0.4131181465,2,3,4,3,3,3,4,3,4,5,2,1
5144,746569,2,1,20-29y,university,middle class,0.3962202744,1,before 2015,0,1,92101,14000,sedan,1,0,3,0,14000,0.3962202744,2,4,4,3,4,3,4,4,3,3,2,0
5148,422188,2,0,0-9y,none,middle class,0.678768147,1,before 2015,1,0,10238,9000,sports car,0,0,0,0,9000,0.678768147,5,4,3,4,3,3,4,2,4,3,2,0
5151,388171,1,1,10-19y,high school,working class,0.4274730421,1,before 2015,0,1,10238,12000,sedan,0,0,0,0,12000,0.4274730421,2,3,4,3,3,3,4,3,2,5,2,0
5152,871868,0,0,0-9y,high school,working class,0.4439992459,1,before 2015,0,1,10238,13000,sedan,0,0,0,1,13000,0.4439992459,3,2,4,3,3,3,4,2,2,5,2,1
5163,459055,2,1,20-29y,university,upper class,0.6540567904,1,before 2015,1,1,10238,13000,sports car,2,0,2,0,13000,0.6540567904,5,4,4,4,4,4,4,4,3,2,2,0
5168,857478,3,1,20-29y,none,middle class,0.5571626889,0,before 2015,1,1,10238,,sedan,3,2,3,0,12000,0.5571626889,4,4,4,4,4,4,3,4,4,3,2,0
5169,202230,0,0,0-9y,high school,poverty,0.5075828928,0,before 2015,0,0,32765,15000,sedan,0,0,0,1,15000,0.5075828928,3,2,3,3,3,3,3,2,2,4,2,1
5171,503527,1,1,10-19y,high school,poverty,0.3373971579,0,after 2015,0,0,10238,17000,sedan,1,0,2,0,17000,0.3373971579,2,3,3,3,4,3,3,3,2,4,3,0
5175,966860,3,0,30y+,none,working class,0.6056339486,1,before 2015,1,1,92101,12000,sedan,1,1,0,0,12000,0.6056339486,4,4,4,4,3,3,4,5,4,5,2,0
5176,800943,1,1,10-19y,none,poverty,0.3797179437,1,before 2015,0,0,32765,9000,sedan,2,0,0,0,9000,0.3797179437,2,3,3,3,3,4,4,3,4,4,2,0
5181,615002,2,1,10-19y,high school,middle class,0.5428697966,0,before 2015,1,1,10238,9000,sedan,1,0,1,1,9000,0.5428697966,4,4,4,4,3,3,3,3,2,3,2,1
5194,148676,2,1,10-19y,high school,upper class,0.5678186917,1,after 2015,1,0,32765,7000,sedan,4,0,1,0,7000,0.5678186917,4,4,3,4,3,4,4,3,2,2,3,0
5197,9574,1,0,10-19y,university,middle class,0.4957048731,0,before 2015,0,0,32765,11000,sedan,4,1,1,1,11000,0.4957048731,3,3,3,3,3,4,3,3,3,3,2,1
5203,829901,3,1,30y+,high school,upper class,0.7020880144,1,after 2015,1,1,32765,11000,sedan,10,2,3,0,11000,0.7020880144,5,4,4,4,4,4,4,5,2,2,3,0
5205,105009,0,0,0-9y,high school,poverty,0.2299027005,0,before 2015,1,0,10238,10000,sedan,0,0,0,1,10000,0.2299027005,2,2,3,4,3,3,3,2,2,4,2,1
5216,93567,0,0,0-9y,none,poverty,0.2757461302,0,before 2015,0,0,32765,13000,sedan,0,0,0,1,13000,0.2757461302,2,2,3,3,3,3,3,2,4,4,2,1
5221,695076,0,0,0-9y,high school,poverty,0.4380507012,1,before 2015,0,1,10238,18000,sedan,0,0,0,0,18000,0.4380507012,3,2,4,3,3,3,4,2,2,4,2,0
5225,57792,1,1,10-19y,none,poverty,0.3002081669,1,before 2015,1,1,10238,5000,sedan,3,0,5,0,5000,0.3002081669,2,3,4,4,4,4,4,3,4,4,2,0
5239,392915,2,1,20-29y,university,upper class,,1,after 2015,1,1,10238,9000,sedan,4,1,6,0,9000,0.5250327586,3,4,4,4,4,4,4,4,3,2,3,0
5247,122492,0,0,0-9y,high school,working class,0.4826291669,0,before 2015,0,0,10238,10000,sedan,0,0,0,1,10000,0.4826291669,3,2,3,3,3,3,3,2,2,5,2,1
5250,739281,0,1,0-9y,high school,upper class,0.5764579009,1,after 2015,0,0,10238,15000,sedan,0,0,0,0,15000,0.5764579009,4,2,3,3,3,3,4,2,2,2,3,0
5267,809040,2,0,20-29y,university,upper class,0.7754948134,0,after 2015,0,1,10238,14000,sedan,3,0,1,0,14000,0.7754948134,5,4,4,3,3,4,3,4,3,2,3,0
5269,582739,1,1,10-19y,high school,upper class,0.6121181563,1,before 2015,0,0,32765,,sedan,3,0,1,0,12000,0.6121181563,5,3,3,3,3,4,4,3,2,2,2,0
5270,548365,1,1,10-19y,university,middle class,0.4367305097,0,before 2015,0,1,10238,15000,sedan,0,0,1,0,15000,0.4367305097,3,3,4,3,3,3,3,3,3,3,2,0
5271,419313,0,1,0-9y,none,poverty,0.3932427454,0,before 2015,0,0,10238,,sports car,0,0,0,1,12000,0.3932427454,2,2,3,3,3,3,3,2,4,4,2,1
5272,143302,1,1,0-9y,high school,poverty,0.3280344035,1,before 2015,0,1,10238,12000,sedan,0,0,0,0,12000,0.3280344035,2,3,4,3,3,3,4,2,2,4,2,0
5277,453506,0,1,0-9y,university,working class,0.3817876115,0,before 2015,0,0,32765,13000,sedan,0,0,0,0,13000,0.3817876115,2,2,3,3,3,3,3,2,3,5,2,0
5281,780469,3,1,10-19y,university,upper class,0.5140602919,1,before 2015,1,1,10238,10000,sedan,0,0,2,0,10000,0.5140602919,3,4,4,4,4,3,4,3,3,2,2,0
5286,484341,1,1,10-19y,university,middle class,0.5737300834,1,before 2015,0,1,10238,12000,sedan,1,0,1,0,12000,0.5737300834,4,3,4,3,3,3,4,3,3,3,2,0
5292,938131,1,0,10-19y,high school,working class,0.3844651126,1,before 2015,1,1,10238,11000,sedan,0,1,2,0,11000,0.3844651126,2,3,4,4,4,3,4,3,2,5,2,0
5303,234005,2,1,20-29y,high school,middle class,0.426035494,0,before 2015,1,1,10238,10000,sedan,4,0,1,0,10000,0.426035494,2,4,4,4,3,4,3,4,2,3,2,0
5325,331767,2,0,20-29y,high school,middle class,,1,before 2015,1,1,92101,11000,sedan,2,0,0,0,11000,0.5250327586,3,4,4,4,3,4,4,4,2,3,2,0
5332,257789,1,1,0-9y,university,upper class,0.7196443625,1,after 2015,0,0,10238,,sedan,0,0,0,0,12000,0.7196443625,5,3,3,3,3,3,4,2,3,2,3,0
5336,822658,0,1,0-9y,high school,working class,0.511626362,1,before 2015,0,0,92101,15000,sedan,0,0,0,1,15000,0.511626362,3,2,3,3,3,3,4,2,2,5,2,1
5340,68732,2,0,20-29y,university,upper class,0.7059931136,1,before 2015,1,1,32765,10000,sedan,3,1,0,0,10000,0.7059931136,5,4,4,4,3,4,4,4,3,2,2,0
5342,687330,0,1,0-9y,none,working class,,1,before 2015,1,1,10238,8000,sedan,0,0,0,1,8000,0.5250327586,3,2,4,4,3,3,4,2,4,5,2,1
5343,472577,1,1,10-19y,none,working class,0.4458537522,0,before 2015,0,0,10238,16000,sedan,1,0,0,0,16000,0.4458537522,3,3,3,3,3,3,3,3,4,5,2,0
5351,727827,0,0,0-9y,university,working class,0.4451567199,0,before 2015,0,1,21217,10000,sedan,0,0,0,1,10000,0.4451567199,3,2,4,3,3,3,3,2,3,5,2,1
5356,754211,1,1,10-19y,university,upper class,0.4136760986,0,before 2015,0,1,10238,14000,sedan,0,0,3,1,14000,0.4136760986,2,3,4,3,4,3,3,3,3,2,2,1
5357,430369,2,1,20-29y,high school,working class,0.3837539234,0,before 2015,0,1,10238,16000,sedan,2,0,6,1,16000,0.3837539234,2,4,4,3,4,4,3,4,2,5,2,1
5360,513952,1,0,0-9y,high school,middle class,0.5208708404,1,before 2015,1,1,10238,,sedan,0,0,0,0,12000,0.5208708404,3,3,4,4,3,3,4,2,2,3,2,0
5364,918883,1,0,10-19y,high school,poverty,0.6173329269,1,before 2015,0,1,10238,13000,sedan,0,0,0,0,13000,0.6173329269,5,3,4,3,3,3,4,3,2,4,2,0
5376,814024,0,0,0-9y,high school,poverty,0.4123934015,1,before 2015,0,0,10238,14000,sedan,0,0,0,1,14000,0.4123934015,2,2,3,3,3,3,4,2,2,4,2,1
5382,616386,0,1,0-9y,none,poverty,0.2854385224,0,before 2015,0,0,10238,13000,sedan,0,0,0,1,13000,0.2854385224,2,2,3,3,3,3,3,2,4,4,2,1
5383,581027,2,0,20-29y,high school,middle class,0.5010614346,1,after 2015,1,0,32765,11000,sedan,4,1,0,0,11000,0.5010614346,3,4,3,4,3,4,4,4,2,3,3,0
5385,133862,3,1,30y+,none,poverty,0.4987236863,0,after 2015,0,1,92101,13000,sedan,6,0,2,0,13000,0.4987236863,3,4,4,3,4,4,3,5,4,4,3,0
5386,101839,0,0,0-9y,high school,working class,0.4315947194,0,before 2015,0,0,32765,10000,sedan,0,0,0,1,10000,0.4315947194,3,2,3,3,3,3,3,2,2,5,2,1
5387,726199,3,1,0-9y,high school,upper class,0.5866453439,1,after 2015,0,1,32765,7000,sedan,0,0,0,0,7000,0.5866453439,4,4,4,3,3,3,4,2,2,2,3,0
5388,991191,0,1,0-9y,high school,poverty,0.244800638,1,before 2015,1,0,10238,14000,sedan,0,0,0,1,14000,0.244800638,2,2,3,4,3,3,4,2,2,4,2,1
5394,24843,0,1,0-9y,high school,poverty,0.3651767737,0,before 2015,0,1,10238,7000,sedan,0,0,0,1,7000,0.3651767737,2,2,4,3,3,3,3,2,2,4,2,1
5407,202838,2,0,20-29y,high school,upper class,0.5500124561,1,after 2015,1,1,10238,,sedan,1,0,0,0,12000,0.5500124561,4,4,4,4,3,3,4,4,2,2,3,0
5419,531981,3,0,30y+,university,upper class,0.7060512036,1,before 2015,0,1,10238,13000,sedan,1,2,2,0,13000,0.7060512036,5,4,4,3,4,3,4,5,3,2,2,0
5433,668589,0,1,0-9y,university,working class,0.3309433924,1,before 2015,0,0,10238,15000,sedan,0,0,0,0,15000,0.3309433924,2,2,3,3,3,3,4,2,3,5,2,0
5437,494066,1,1,10-19y,high school,working class,0.3669961574,0,before 2015,1,0,10238,,sedan,1,0,4,1,12000,0.3669961574,2,3,3,4,4,3,3,3,2,5,2,1
5438,255774,2,0,20-29y,none,middle class,0.4101260599,1,before 2015,1,1,10238,11000,sedan,0,1,2,0,11000,0.4101260599,2,4,4,4,4,3,4,4,4,3,2,0
5443,567014,2,1,20-29y,university,upper class,0.6811059027,0,before 2015,1,1,10238,10000,sedan,5,2,3,0,10000,0.6811059027,5,4,4,4,4,4,3,4,3,2,2,0
5455,689147,2,0,20-29y,none,upper class,0.7898273759,1,after 2015,1,1,32765,10000,sedan,6,0,0,0,10000,0.7898273759,5,4,4,4,3,4,4,4,4,2,3,0
5470,599432,1,0,10-19y,university,upper class,0.4775235134,1,before 2015,1,0,10238,12000,sedan,1,0,1,0,12000,0.4775235134,3,3,3,4,3,3,4,3,3,2,2,0
5474,179788,3,1,30y+,high school,upper class,0.4780573086,1,after 2015,1,1,10238,15000,sedan,5,1,1,0,15000,0.4780573086,3,4,4,4,3,4,4,5,2,2,3,0
5483,963286,3,1,30y+,high school,upper class,0.5775947794,1,after 2015,1,1,10238,12000,sedan,3,1,2,0,12000,0.5775947794,4,4,4,4,4,4,4,5,2,2,3,0
5484,812722,3,0,30y+,university,upper class,0.6469720726,1,before 2015,1,0,10238,11000,sedan,0,2,0,0,11000,0.6469720726,5,4,3,4,3,3,4,5,3,2,2,0
5488,647213,2,0,20-29y,high school,upper class,0.7015504212,1,after 2015,1,1,10238,10000,sedan,1,0,0,0,10000,0.7015504212,5,4,4,4,3,3,4,4,2,2,3,0
5489,205892,2,0,10-19y,university,upper class,0.5943351018,1,before 2015,1,1,32765,5000,sedan,1,0,0,0,5000,0.5943351018,4,4,4,4,3,3,4,3,3,2,2,0
5501,53039,1,0,10-19y,high school,upper class,0.4166879758,0,after 2015,0,0,32765,,sedan,1,0,0,1,12000,0.4166879758,2,3,3,3,3,3,3,3,2,2,3,1
5504,809704,0,1,0-9y,high school,poverty,0.526486258,0,before 2015,0,0,32765,14000,sedan,0,0,0,1,14000,0.526486258,3,2,3,3,3,3,3,2,2,4,2,1
5509,7967,2,1,20-29y,high school,working class,0.3247438305,1,before 2015,1,1,10238,10000,sedan,4,0,3,0,10000,0.3247438305,2,4,4,4,4,4,4,4,2,5,2,0
5510,730017,1,0,10-19y,high school,poverty,0.3070218118,0,before 2015,1,1,10238,9000,sedan,1,0,0,0,9000,0.3070218118,2,3,4,4,3,3,3,3,2,4,2,0
5521,246328,1,0,0-9y,none,working class,0.4174677052,1,before 2015,1,0,10238,9000,sports car,0,0,0,0,9000,0.4174677052,2,3,3,4,3,3,4,2,4,5,2,0
5525,280990,3,1,30y+,university,upper class,0.6361665009,1,after 2015,1,1,10238,14000,sedan,6,0,3,0,14000,0.6361665009,5,4,4,4,4,4,4,5,3,2,3,0
5528,977464,2,0,20-29y,high school,upper class,0.5491402858,1,before 2015,0,1,92101,,sedan,2,0,0,0,12000,0.5491402858,4,4,4,3,3,4,4,4,2,2,2,0
5533,236645,1,1,10-19y,university,middle class,0.5711046895,1,before 2015,1,0,10238,13000,sedan,4,1,2,0,13000,0.5711046895,4,3,3,4,4,4,4,3,3,3,2,0
5535,562261,0,0,0-9y,none,poverty,0.3039855835,0,before 2015,0,1,10238,13000,sedan,0,0,0,1,13000,0.3039855835,2,2,4,3,3,3,3,2,4,4,2,1
5536,124605,2,0,0-9y,high school,upper class,0.599969045,1,after 2015,0,0,32765,13000,sedan,0,0,0,1,13000,0.599969045,4,4,3,3,3,3,4,2,2,2,3,1
5537,417275,3,1,30y+,university,upper class,0.7862531651,1,before 2015,1,1,32765,6000,sedan,8,1,2,0,6000,0.7862531651,5,4,4,4,4,4,4,5,3,2,2,0
5546,20500,0,1,0-9y,high school,working class,0.6370300181,0,after 2015,0,0,10238,13000,sedan,0,0,0,0,13000,0.6370300181,5,2,3,3,3,3,3,2,2,5,3,0
5549,661605,1,1,10-19y,university,middle class,0.6834511721,0,before 2015,0,0,10238,15000,sedan,2,1,0,0,15000,0.6834511721,5,3,3,3,3,4,3,3,3,3,2,0
5559,237346,2,0,10-19y,university,upper class,0.6182856014,1,before 2015,1,1,32765,10000,sedan,3,0,0,0,10000,0.6182856014,5,4,4,4,3,4,4,3,3,2,2,0
5563,684476,1,1,10-19y,none,working class,0.4723044868,0,before 2015,0,0,10238,14000,sedan,1,0,0,0,14000,0.4723044868,3,3,3,3,3,3,3,3,4,5,2,0
5565,434349,1,1,10-19y,high school,upper class,0.7184397645,1,after 2015,0,0,10238,12000,sedan,2,0,1,0,12000,0.7184397645,5,3,3,3,3,4,4,3,2,2,3,0
5566,749301,1,0,10-19y,high school,middle class,0.5513387192,1,after 2015,0,0,10238,13000,sedan,0,0,0,0,13000,0.5513387192,4,3,3,3,3,3,4,3,2,3,3,0
5567,96383,3,0,30y+,university,upper class,,1,after 2015,0,1,32765,,sedan,3,0,1,0,12000,0.5250327586,3,4,4,3,3,4,4,5,3,2,3,0
