_dataobs_,id,age,gender,driving_experience,education,income,credit_score,vehicle_ownership,vehicle_year,married,children,postal_code,annual_mileage,vehicle_type,speeding_violations,duis,past_accidents,outcome,IMP_annual_mileage,IMP_credit_score,GRP_IMP_credit_score,GRP_age,GRP_children,GRP_married,GRP_past_accidents,GRP_speeding_violations,GRP_vehicle_ownership,GRP_driving_experience,GRP_education,GRP_income,GRP_vehicle_year,BIN_outcome
5117,57769,1,0,10-19y,high school,working class,0.3456316481,1,before 2015,1,0,10238,10000,sedan,0,1,1,0,10000,0.3456316481,2,3,3,4,3,3,4,3,2,5,2,0
5120,406571,2,1,20-29y,high school,middle class,,0,before 2015,1,1,10238,8000,sedan,5,0,9,0,8000,0.5250327586,3,4,4,4,4,4,3,4,2,3,2,0
5121,829777,2,0,0-9y,university,middle class,0.5675874656,1,before 2015,1,1,10238,8000,sedan,0,0,0,0,8000,0.5675874656,4,4,4,4,3,3,4,2,3,3,2,0
5122,372369,1,0,10-19y,high school,middle class,,1,before 2015,1,0,10238,14000,sedan,1,0,2,0,14000,0.5250327586,3,3,3,4,4,3,4,3,2,3,2,0
5124,100647,1,1,10-19y,high school,middle class,,0,before 2015,0,1,10238,15000,sedan,2,0,0,1,15000,0.5250327586,3,3,4,3,3,4,3,3,2,3,2,1
5125,102865,1,1,10-19y,university,upper class,0.480230471,1,before 2015,0,0,10238,15000,sports car,1,0,0,0,15000,0.480230471,3,3,3,3,3,3,4,3,3,2,2,0
5126,87915,2,1,20-29y,high school,upper class,0.7351527213,1,before 2015,0,0,10238,,sedan,1,1,0,0,12000,0.7351527213,5,4,3,3,3,3,4,4,2,2,2,0
5127,862085,1,0,10-19y,none,working class,0.4367462838,0,before 2015,0,0,32765,13000,sedan,1,1,0,1,13000,0.4367462838,3,3,3,3,3,3,3,3,4,5,2,1
5129,936024,3,0,30y+,none,working class,0.3278243328,0,before 2015,1,1,32765,8000,sedan,3,0,2,0,8000,0.3278243328,2,4,4,4,4,4,3,5,4,5,2,0
5130,302189,0,1,0-9y,high school,poverty,0.3563114307,1,before 2015,0,0,10238,13000,sedan,0,0,0,1,13000,0.3563114307,2,2,3,3,3,3,4,2,2,4,2,1
5134,715622,2,1,20-29y,university,upper class,0.6178115829,1,after 2015,1,0,10238,11000,sedan,1,1,5,0,11000,0.6178115829,5,4,3,4,4,3,4,4,3,2,3,0
5135,556911,3,1,30y+,high school,upper class,0.6900696335,1,before 2015,1,1,10238,10000,sedan,3,1,5,0,10000,0.6900696335,5,4,4,4,4,4,4,5,2,2,2,0
5136,236094,1,0,0-9y,high school,upper class,,1,after 2015,0,0,10238,17000,sedan,0,0,0,0,17000,0.5250327586,3,3,3,3,3,3,4,2,2,2,3,0
5137,143689,2,0,20-29y,none,upper class,0.6620369031,1,after 2015,1,1,10238,10000,sedan,2,0,1,0,10000,0.6620369031,5,4,4,4,3,4,4,4,4,2,3,0
5138,9914,1,1,10-19y,none,poverty,0.2942081166,0,before 2015,0,1,10238,16000,sedan,1,1,2,1,16000,0.2942081166,2,3,4,3,4,3,3,3,4,4,2,1
5140,624793,1,1,10-19y,university,upper class,0.5932764113,0,after 2015,0,1,10238,13000,sedan,4,1,0,0,13000,0.5932764113,4,3,4,3,3,4,3,3,3,2,3,0
5141,615907,2,0,20-29y,university,upper class,,1,after 2015,1,1,10238,10000,sedan,0,0,1,0,10000,0.5250327586,3,4,4,4,3,3,4,4,3,2,3,0
5143,13552,2,0,20-29y,high school,middle class,0.5871553381,1,after 2015,0,0,10238,14000,sedan,2,0,1,0,14000,0.5871553381,4,4,3,3,3,4,4,4,2,3,3,0
5145,567055,2,0,20-29y,none,upper class,0.6744237039,1,after 2015,0,1,92101,12000,sedan,2,0,3,0,12000,0.6744237039,5,4,4,3,4,4,4,4,4,2,3,0
5146,728580,1,1,10-19y,none,poverty,0.4179968938,1,before 2015,0,0,10238,16000,sedan,0,0,0,1,16000,0.4179968938,2,3,3,3,3,3,4,3,4,4,2,1
5147,733039,0,1,0-9y,high school,working class,,0,before 2015,1,1,10238,9000,sedan,0,0,0,1,9000,0.5250327586,3,2,4,4,3,3,3,2,2,5,2,1
5149,875592,2,1,20-29y,university,upper class,0.5064172047,1,before 2015,0,1,32765,12000,sedan,4,1,1,0,12000,0.5064172047,3,4,4,3,3,4,4,4,3,2,2,0
5150,781452,3,1,30y+,university,upper class,0.6906991567,1,after 2015,1,1,10238,11000,sedan,3,0,7,0,11000,0.6906991567,5,4,4,4,4,4,4,5,3,2,3,0
5153,446063,0,1,0-9y,none,poverty,0.3718130667,0,before 2015,0,1,32765,8000,sedan,0,0,0,1,8000,0.3718130667,2,2,4,3,3,3,3,2,4,4,2,1
5154,280107,0,1,0-9y,none,poverty,0.481490018,0,before 2015,0,0,10238,21000,sedan,0,0,0,1,21000,0.481490018,3,2,3,3,3,3,3,2,4,4,2,1
5155,520649,3,1,30y+,high school,upper class,0.6547958229,1,before 2015,1,1,10238,11000,sedan,4,1,5,0,11000,0.6547958229,5,4,4,4,4,4,4,5,2,2,2,0
5156,902477,2,1,10-19y,high school,upper class,0.5362740945,1,after 2015,1,1,10238,11000,sedan,3,2,3,0,11000,0.5362740945,4,4,4,4,4,4,4,3,2,2,3,0
5157,293796,1,1,10-19y,university,working class,0.5883372168,0,before 2015,1,1,32765,6000,sedan,1,0,1,1,6000,0.5883372168,4,3,4,4,3,3,3,3,3,5,2,1
5158,833120,2,1,20-29y,high school,middle class,0.5125204353,1,before 2015,0,1,10238,,sedan,4,1,2,0,12000,0.5125204353,3,4,4,3,4,4,4,4,2,3,2,0
5159,651213,1,1,10-19y,high school,poverty,0.2307192678,1,before 2015,0,0,10238,17000,sedan,1,0,1,0,17000,0.2307192678,2,3,3,3,3,3,4,3,2,4,2,0
5160,142709,2,0,10-19y,high school,poverty,0.4057523427,0,before 2015,1,0,10238,10000,sedan,4,0,0,0,10000,0.4057523427,2,4,3,4,3,4,3,3,2,4,2,0
5161,430044,2,0,20-29y,high school,upper class,0.6852761423,1,after 2015,1,1,92101,14000,sedan,0,0,0,0,14000,0.6852761423,5,4,4,4,3,3,4,4,2,2,3,0
5162,218271,0,0,0-9y,high school,middle class,0.5535496501,0,before 2015,0,1,92101,12000,sedan,0,0,0,1,12000,0.5535496501,4,2,4,3,3,3,3,2,2,3,2,1
5164,643290,3,0,0-9y,university,upper class,0.7431654508,1,before 2015,0,1,32765,9000,sedan,0,0,0,0,9000,0.7431654508,5,4,4,3,3,3,4,2,3,2,2,0
5165,683643,2,1,20-29y,high school,upper class,0.4614531852,1,after 2015,1,1,32765,,sedan,7,0,2,0,12000,0.4614531852,3,4,4,4,4,4,4,4,2,2,3,0
5166,448347,2,0,20-29y,university,upper class,0.5007565863,1,after 2015,1,1,32765,10000,sedan,4,0,1,0,10000,0.5007565863,3,4,4,4,3,4,4,4,3,2,3,0
5167,362814,0,0,0-9y,none,working class,0.5273022483,1,before 2015,1,0,10238,13000,sedan,0,0,0,0,13000,0.5273022483,3,2,3,4,3,3,4,2,4,5,2,0
5170,739273,3,1,30y+,high school,upper class,,1,after 2015,0,1,10238,16000,sedan,0,1,2,0,16000,0.5250327586,3,4,4,3,4,3,4,5,2,2,3,0
5172,130769,3,0,0-9y,high school,upper class,0.6180232418,1,after 2015,1,0,92101,14000,sedan,0,0,0,0,14000,0.6180232418,5,4,3,4,3,3,4,2,2,2,3,0
5173,315893,3,0,30y+,high school,upper class,0.5708790195,1,before 2015,1,1,10238,12000,sedan,0,2,3,0,12000,0.5708790195,4,4,4,4,4,3,4,5,2,2,2,0
5174,55603,2,1,20-29y,high school,middle class,0.4716399096,1,before 2015,0,1,10238,15000,sedan,1,1,2,0,15000,0.4716399096,3,4,4,3,4,3,4,4,2,3,2,0
5177,599732,3,1,0-9y,university,upper class,0.6943393879,1,before 2015,1,1,92101,12000,sedan,0,0,0,1,12000,0.6943393879,5,4,4,4,3,3,4,2,3,2,2,1
5178,139861,2,0,10-19y,high school,upper class,0.5830603184,1,after 2015,1,1,32765,7000,sedan,2,0,2,0,7000,0.5830603184,4,4,4,4,4,4,4,3,2,2,3,0
5179,250086,3,0,20-29y,high school,upper class,0.4882145204,1,before 2015,1,1,32765,9000,sports car,4,1,0,0,9000,0.4882145204,3,4,4,4,3,4,4,4,2,2,2,0
5180,590314,1,1,10-19y,high school,upper class,,1,before 2015,1,0,32765,9000,sedan,3,0,3,0,9000,0.5250327586,3,3,3,4,4,4,4,3,2,2,2,0
5182,615641,1,1,10-19y,university,working class,0.4572646205,1,before 2015,1,1,10238,10000,sedan,2,0,4,0,10000,0.4572646205,3,3,4,4,4,4,4,3,3,5,2,0
5183,548888,2,0,20-29y,university,upper class,0.5488939939,0,after 2015,1,1,10238,12000,sedan,1,0,1,0,12000,0.5488939939,4,4,4,4,3,3,3,4,3,2,3,0
5184,88614,1,0,0-9y,university,upper class,0.534557613,0,before 2015,1,1,10238,11000,sedan,0,0,0,1,11000,0.534557613,4,3,4,4,3,3,3,2,3,2,2,1
5185,331291,1,0,0-9y,university,upper class,0.6523304063,1,after 2015,0,1,10238,13000,sedan,0,0,0,0,13000,0.6523304063,5,3,4,3,3,3,4,2,3,2,3,0
5186,217002,0,1,0-9y,high school,poverty,0.3863880208,0,before 2015,0,0,10238,13000,sedan,0,0,0,1,13000,0.3863880208,2,2,3,3,3,3,3,2,2,4,2,1
5187,909838,2,1,20-29y,high school,middle class,0.4505384578,1,before 2015,0,1,32765,12000,sedan,3,0,1,0,12000,0.4505384578,3,4,4,3,3,4,4,4,2,3,2,0
5188,218063,3,1,30y+,university,upper class,0.4167486425,1,before 2015,1,1,32765,9000,sedan,10,1,3,1,9000,0.4167486425,2,4,4,4,4,4,4,5,3,2,2,1
5189,174969,1,0,10-19y,none,poverty,,0,before 2015,0,0,10238,17000,sedan,0,0,0,1,17000,0.5250327586,3,3,3,3,3,3,3,3,4,4,2,1
5190,987314,3,0,10-19y,high school,upper class,0.6021047353,0,before 2015,1,1,10238,8000,sedan,1,1,1,1,8000,0.6021047353,4,4,4,4,3,3,3,3,2,2,2,1
5191,360122,3,0,20-29y,university,upper class,0.5491678163,1,before 2015,1,1,10238,13000,sedan,2,1,4,0,13000,0.5491678163,4,4,4,4,4,4,4,4,3,2,2,0
5192,674120,0,1,0-9y,university,working class,0.5219565747,1,after 2015,0,0,10238,11000,sedan,0,0,0,0,11000,0.5219565747,3,2,3,3,3,3,4,2,3,5,3,0
5193,506080,2,1,20-29y,high school,middle class,0.6028335988,0,after 2015,0,1,10238,15000,sedan,2,0,4,0,15000,0.6028335988,4,4,4,3,4,4,3,4,2,3,3,0
5195,263202,3,0,20-29y,university,upper class,0.6949200721,1,before 2015,1,1,10238,9000,sedan,2,0,2,0,9000,0.6949200721,5,4,4,4,4,4,4,4,3,2,2,0
5196,397460,1,0,0-9y,high school,middle class,0.7004281825,1,before 2015,1,1,32765,13000,sedan,0,0,0,0,13000,0.7004281825,5,3,4,4,3,3,4,2,2,3,2,0
5198,949445,0,0,0-9y,high school,poverty,0.4936007646,0,before 2015,0,0,10238,15000,sedan,0,0,0,1,15000,0.4936007646,3,2,3,3,3,3,3,2,2,4,2,1
5199,785433,2,0,10-19y,high school,middle class,0.5175180907,1,after 2015,1,1,10238,7000,sedan,0,0,0,0,7000,0.5175180907,3,4,4,4,3,3,4,3,2,3,3,0
5200,332232,2,1,0-9y,high school,middle class,0.4014535022,1,before 2015,1,1,10238,13000,sports car,0,0,0,1,13000,0.4014535022,2,4,4,4,3,3,4,2,2,3,2,1
5201,612876,1,1,0-9y,university,middle class,0.5053902359,0,before 2015,1,1,10238,10000,sedan,0,0,0,1,10000,0.5053902359,3,3,4,4,3,3,3,2,3,3,2,1
5202,507548,3,0,10-19y,university,middle class,0.6269620832,1,before 2015,1,0,32765,12000,sports car,2,0,1,0,12000,0.6269620832,5,4,3,4,3,4,4,3,3,3,2,0
5204,147267,0,0,0-9y,none,poverty,0.1774430776,1,before 2015,0,0,32765,9000,sedan,0,0,0,1,9000,0.1774430776,2,2,3,3,3,3,4,2,4,4,2,1
5206,464094,1,0,0-9y,high school,upper class,0.561293546,1,after 2015,0,1,10238,13000,sedan,0,0,0,0,13000,0.561293546,4,3,4,3,3,3,4,2,2,2,3,0
5207,657999,3,1,0-9y,high school,upper class,0.4871216305,0,before 2015,1,1,32765,7000,sedan,0,0,0,1,7000,0.4871216305,3,4,4,4,3,3,3,2,2,2,2,1
5208,511769,1,0,10-19y,high school,poverty,0.3740571032,0,before 2015,0,1,10238,12000,sedan,1,0,0,1,12000,0.3740571032,2,3,4,3,3,3,3,3,2,4,2,1
5209,298277,1,0,10-19y,none,poverty,0.2125402313,1,before 2015,1,1,10238,15000,sedan,0,0,1,0,15000,0.2125402313,2,3,4,4,3,3,4,3,4,4,2,0
5210,750105,3,0,10-19y,university,upper class,0.5359382221,1,after 2015,1,1,10238,13000,sedan,0,1,2,0,13000,0.5359382221,4,4,4,4,4,3,4,3,3,2,3,0
5211,489922,1,0,10-19y,university,upper class,0.6718568498,1,before 2015,1,0,10238,12000,sedan,1,0,2,0,12000,0.6718568498,5,3,3,4,4,3,4,3,3,2,2,0
5212,701527,3,0,0-9y,university,upper class,0.6415154779,1,after 2015,0,1,10238,11000,sedan,0,0,0,0,11000,0.6415154779,5,4,4,3,3,3,4,2,3,2,3,0
5213,534597,2,1,20-29y,none,middle class,0.2977468587,1,after 2015,0,0,10238,12000,sedan,3,0,2,0,12000,0.2977468587,2,4,3,3,4,4,4,4,4,3,3,0
5214,28555,1,1,10-19y,university,upper class,,1,after 2015,1,1,10238,6000,sedan,3,0,1,0,6000,0.5250327586,3,3,4,4,3,4,4,3,3,2,3,0
5215,893246,3,1,30y+,high school,middle class,0.4697593626,1,before 2015,0,0,10238,14000,sedan,6,2,5,0,14000,0.4697593626,3,4,3,3,4,4,4,5,2,3,2,0
5217,772042,1,1,10-19y,none,working class,0.5981145934,0,before 2015,0,1,32765,,sedan,3,0,1,1,12000,0.5981145934,4,3,4,3,3,4,3,3,4,5,2,1
5218,673145,2,0,0-9y,none,middle class,0.5687434241,1,before 2015,0,1,10238,14000,sedan,0,0,0,0,14000,0.5687434241,4,4,4,3,3,3,4,2,4,3,2,0
5219,784982,2,1,10-19y,none,middle class,0.5338552034,1,before 2015,0,0,32765,18000,sedan,0,0,0,0,18000,0.5338552034,4,4,3,3,3,3,4,3,4,3,2,0
5220,873573,0,1,0-9y,none,poverty,0.2739856773,0,before 2015,0,0,10238,11000,sedan,0,0,0,1,11000,0.2739856773,2,2,3,3,3,3,3,2,4,4,2,1
5222,923637,2,1,0-9y,university,upper class,0.7582172162,1,after 2015,1,0,10238,12000,sedan,0,0,0,0,12000,0.7582172162,5,4,3,4,3,3,4,2,3,2,3,0
5223,594395,2,1,20-29y,high school,upper class,0.5112058884,1,before 2015,1,1,10238,14000,sedan,2,1,5,0,14000,0.5112058884,3,4,4,4,4,4,4,4,2,2,2,0
5224,728983,1,1,0-9y,university,upper class,0.5812026448,0,after 2015,1,1,10238,13000,sedan,0,0,0,1,13000,0.5812026448,4,3,4,4,3,3,3,2,3,2,3,1
5226,604407,2,0,20-29y,high school,upper class,0.4952958891,1,before 2015,0,0,32765,13000,sedan,3,0,0,0,13000,0.4952958891,3,4,3,3,3,4,4,4,2,2,2,0
5227,565694,2,0,20-29y,university,upper class,0.4518349804,1,before 2015,1,1,10238,9000,sedan,0,0,6,0,9000,0.4518349804,3,4,4,4,4,3,4,4,3,2,2,0
5228,234567,2,0,20-29y,none,middle class,0.5590663741,0,before 2015,1,1,32765,10000,sedan,1,0,3,0,10000,0.5590663741,4,4,4,4,4,3,3,4,4,3,2,0
5229,883688,1,1,10-19y,university,upper class,0.5589096259,1,after 2015,1,1,10238,12000,sedan,3,0,2,0,12000,0.5589096259,4,3,4,4,4,4,4,3,3,2,3,0
5230,948725,2,0,20-29y,high school,upper class,0.6973301226,1,after 2015,1,1,92101,10000,sedan,3,0,1,0,10000,0.6973301226,5,4,4,4,3,4,4,4,2,2,3,0
5231,26790,2,1,10-19y,none,middle class,,1,after 2015,1,1,10238,15000,sedan,0,0,2,0,15000,0.5250327586,3,4,4,4,4,3,4,3,4,3,3,0
5232,402818,1,1,10-19y,university,poverty,0.3532201326,0,before 2015,0,0,92101,,sedan,2,0,1,1,12000,0.3532201326,2,3,3,3,3,4,3,3,3,4,2,1
5233,574832,0,1,0-9y,none,working class,0.4961009681,0,before 2015,1,1,10238,5000,sedan,0,0,0,1,5000,0.4961009681,3,2,4,4,3,3,3,2,4,5,2,1
5234,222143,1,1,10-19y,university,middle class,0.4429716029,1,after 2015,0,1,32765,8000,sedan,7,0,2,0,8000,0.4429716029,3,3,4,3,4,4,4,3,3,3,3,0
5235,442504,1,0,0-9y,high school,upper class,,0,after 2015,1,1,10238,11000,sedan,0,0,0,0,11000,0.5250327586,3,3,4,4,3,3,3,2,2,2,3,0
5236,241217,1,0,10-19y,high school,working class,0.4432402815,1,before 2015,0,1,10238,15000,sedan,1,0,1,0,15000,0.4432402815,3,3,4,3,3,3,4,3,2,5,2,0
5237,813027,2,1,20-29y,high school,upper class,0.8145502938,0,after 2015,1,1,10238,8000,sedan,4,1,4,0,8000,0.8145502938,5,4,4,4,4,4,3,4,2,2,3,0
5238,209176,2,0,0-9y,high school,upper class,0.6833724317,1,after 2015,1,1,10238,,sedan,0,0,0,0,12000,0.6833724317,5,4,4,4,3,3,4,2,2,2,3,0
5240,971853,2,0,0-9y,university,upper class,0.4779413605,1,before 2015,1,1,32765,10000,sedan,0,0,0,1,10000,0.4779413605,3,4,4,4,3,3,4,2,3,2,2,1
5241,962859,0,1,0-9y,high school,poverty,0.2455327005,1,after 2015,0,1,10238,12000,sedan,0,0,0,0,12000,0.2455327005,2,2,4,3,3,3,4,2,2,4,3,0
5242,80869,2,1,20-29y,university,upper class,,1,after 2015,0,0,10238,,sedan,2,0,0,0,12000,0.5250327586,3,4,3,3,3,4,4,4,3,2,3,0
5243,781908,3,1,30y+,high school,upper class,,1,before 2015,1,1,10238,9000,sedan,7,0,5,0,9000,0.5250327586,3,4,4,4,4,4,4,5,2,2,2,0
5244,252553,2,1,20-29y,university,upper class,0.4856706508,1,after 2015,1,1,10238,12000,sedan,2,0,3,0,12000,0.4856706508,3,4,4,4,4,4,4,4,3,2,3,0
5245,228488,2,1,20-29y,high school,middle class,0.6197015176,0,before 2015,1,1,10238,13000,sedan,4,1,1,0,13000,0.6197015176,5,4,4,4,3,4,3,4,2,3,2,0
5246,863165,2,0,10-19y,university,upper class,0.6089308232,1,before 2015,0,0,10238,12000,sedan,0,0,0,0,12000,0.6089308232,4,4,3,3,3,3,4,3,3,2,2,0
5248,52965,3,1,30y+,university,upper class,0.6131925853,1,after 2015,1,1,92101,10000,sedan,5,0,1,0,10000,0.6131925853,5,4,4,4,3,4,4,5,3,2,3,0
5249,461594,3,0,30y+,university,upper class,0.7140153404,1,before 2015,1,1,32765,11000,sedan,6,0,0,0,11000,0.7140153404,5,4,4,4,3,4,4,5,3,2,2,0
5251,965034,1,0,10-19y,high school,poverty,0.4273206157,0,before 2015,0,1,10238,13000,sedan,1,0,0,0,13000,0.4273206157,2,3,4,3,3,3,3,3,2,4,2,0
5252,610494,1,0,0-9y,high school,middle class,0.4601151989,1,before 2015,1,1,10238,,sedan,0,0,0,0,12000,0.4601151989,3,3,4,4,3,3,4,2,2,3,2,0
5253,322058,2,0,10-19y,university,upper class,0.6258322983,0,before 2015,0,1,10238,12000,sedan,0,0,2,0,12000,0.6258322983,5,4,4,3,4,3,3,3,3,2,2,0
5254,710427,1,1,10-19y,university,middle class,0.5522280085,1,before 2015,0,1,32765,,sedan,2,0,2,0,12000,0.5522280085,4,3,4,3,4,4,4,3,3,3,2,0
5255,657250,1,1,0-9y,university,upper class,0.6731433661,1,before 2015,0,1,10238,14000,sports car,0,0,0,0,14000,0.6731433661,5,3,4,3,3,3,4,2,3,2,2,0
5256,421862,2,0,20-29y,university,upper class,0.6482662361,1,before 2015,1,1,32765,6000,sedan,6,0,0,0,6000,0.6482662361,5,4,4,4,3,4,4,4,3,2,2,0
5257,809511,1,0,10-19y,none,working class,0.3678303574,1,before 2015,0,0,10238,,sedan,0,0,0,0,12000,0.3678303574,2,3,3,3,3,3,4,3,4,5,2,0
5258,677174,1,0,10-19y,university,working class,0.5465017111,1,before 2015,0,1,10238,10000,sedan,1,0,1,0,10000,0.5465017111,4,3,4,3,3,3,4,3,3,5,2,0
5259,11244,3,1,30y+,university,upper class,0.5745716255,1,after 2015,1,1,32765,7000,sports car,11,1,3,0,7000,0.5745716255,4,4,4,4,4,4,4,5,3,2,3,0
5260,74173,2,1,10-19y,high school,upper class,,1,after 2015,0,1,92101,10000,sedan,0,0,0,0,10000,0.5250327586,3,4,4,3,3,3,4,3,2,2,3,0
5261,324309,0,1,0-9y,high school,poverty,0.334402392,0,before 2015,0,0,10238,,sedan,0,0,0,1,12000,0.334402392,2,2,3,3,3,3,3,2,2,4,2,1
5262,698622,0,0,0-9y,high school,working class,0.3264397847,1,before 2015,0,0,10238,18000,sedan,0,0,0,1,18000,0.3264397847,2,2,3,3,3,3,4,2,2,5,2,1
5263,359298,2,0,20-29y,university,upper class,,0,before 2015,0,1,10238,11000,sedan,3,0,3,0,11000,0.5250327586,3,4,4,3,4,4,3,4,3,2,2,0
5264,751259,0,0,0-9y,high school,poverty,0.309253803,1,before 2015,0,1,32765,10000,sedan,0,0,0,1,10000,0.309253803,2,2,4,3,3,3,4,2,2,4,2,1
5265,927463,1,0,10-19y,high school,working class,0.4378414665,1,before 2015,0,0,10238,13000,sedan,2,0,3,0,13000,0.4378414665,3,3,3,3,4,4,4,3,2,5,2,0
5266,618996,0,1,0-9y,high school,poverty,0.269825796,0,before 2015,1,1,10238,10000,sports car,0,0,0,1,10000,0.269825796,2,2,4,4,3,3,3,2,2,4,2,1
5268,778054,2,0,20-29y,university,upper class,0.8962994396,1,after 2015,1,1,10238,12000,sedan,1,0,1,0,12000,0.8962994396,5,4,4,4,3,3,4,4,3,2,3,0
5273,268143,3,1,30y+,university,upper class,0.72655971,1,before 2015,1,0,32765,12000,sedan,11,1,1,1,12000,0.72655971,5,4,3,4,3,4,4,5,3,2,2,1
5274,961840,0,0,0-9y,none,poverty,0.3724255108,0,before 2015,0,0,10238,15000,sedan,0,0,0,1,15000,0.3724255108,2,2,3,3,3,3,3,2,4,4,2,1
5275,597738,1,0,10-19y,none,poverty,0.425435037,1,before 2015,0,0,10238,15000,sedan,0,0,1,1,15000,0.425435037,2,3,3,3,3,3,4,3,4,4,2,1
5276,15411,2,1,20-29y,university,upper class,,1,before 2015,0,1,10238,15000,sedan,1,0,3,0,15000,0.5250327586,3,4,4,3,4,3,4,4,3,2,2,0
5278,537211,0,0,0-9y,none,poverty,0.3449328776,1,before 2015,0,1,10238,8000,sedan,0,0,0,0,8000,0.3449328776,2,2,4,3,3,3,4,2,4,4,2,0
5279,870115,3,0,10-19y,none,middle class,0.420849226,0,before 2015,1,1,10238,,sedan,0,0,1,0,12000,0.420849226,2,4,4,4,3,3,3,3,4,3,2,0
5280,792526,1,1,0-9y,high school,working class,0.5464174105,1,before 2015,0,0,32765,11000,sedan,0,0,0,1,11000,0.5464174105,4,3,3,3,3,3,4,2,2,5,2,1
5282,542431,2,0,20-29y,university,upper class,,1,before 2015,0,0,10238,16000,sedan,0,0,0,0,16000,0.5250327586,3,4,3,3,3,3,4,4,3,2,2,0
5283,27653,1,1,0-9y,university,middle class,0.5393392181,1,after 2015,0,1,32765,11000,sedan,0,0,0,0,11000,0.5393392181,4,3,4,3,3,3,4,2,3,3,3,0
5284,129323,3,0,20-29y,high school,upper class,0.5811899693,1,after 2015,1,1,10238,10000,sedan,2,0,5,0,10000,0.5811899693,4,4,4,4,4,4,4,4,2,2,3,0
5285,206538,3,0,10-19y,university,upper class,0.6484773433,1,before 2015,1,1,10238,8000,sedan,0,0,0,0,8000,0.6484773433,5,4,4,4,3,3,4,3,3,2,2,0
5287,887645,2,0,10-19y,university,upper class,0.6375345692,0,after 2015,0,1,21217,14000,sedan,0,0,0,1,14000,0.6375345692,5,4,4,3,3,3,3,3,3,2,3,1
5288,256445,3,1,20-29y,high school,upper class,0.5998640282,1,before 2015,1,1,10238,,sedan,3,2,6,0,12000,0.5998640282,4,4,4,4,4,4,4,4,2,2,2,0
5289,473737,2,1,20-29y,high school,upper class,0.6498365563,1,before 2015,0,1,10238,10000,sedan,1,2,4,0,10000,0.6498365563,5,4,4,3,4,3,4,4,2,2,2,0
5290,950182,1,0,10-19y,high school,middle class,0.5949317715,1,before 2015,1,1,10238,8000,sedan,1,0,0,0,8000,0.5949317715,4,3,4,4,3,3,4,3,2,3,2,0
5291,761146,1,1,0-9y,university,upper class,0.6494150842,1,after 2015,1,1,10238,10000,sedan,0,0,0,0,10000,0.6494150842,5,3,4,4,3,3,4,2,3,2,3,0
5293,380653,2,0,20-29y,none,working class,,0,before 2015,1,1,92101,11000,sedan,1,0,1,0,11000,0.5250327586,3,4,4,4,3,3,3,4,4,5,2,0
5294,640124,2,0,10-19y,high school,middle class,0.4581195186,0,after 2015,0,1,10238,13000,sedan,0,0,0,1,13000,0.4581195186,3,4,4,3,3,3,3,3,2,3,3,1
5295,102549,1,0,10-19y,high school,working class,0.2449353697,0,before 2015,0,1,10238,8000,sedan,1,0,2,0,8000,0.2449353697,2,3,4,3,4,3,3,3,2,5,2,0
5296,818328,0,0,0-9y,high school,poverty,0.3910631303,0,before 2015,0,0,32765,14000,sedan,0,0,0,1,14000,0.3910631303,2,2,3,3,3,3,3,2,2,4,2,1
5297,387579,2,0,20-29y,university,upper class,0.6039352517,1,after 2015,1,1,10238,9000,sedan,1,0,3,0,9000,0.6039352517,4,4,4,4,4,3,4,4,3,2,3,0
5298,316586,2,1,20-29y,university,upper class,0.5190666772,1,before 2015,1,1,10238,11000,sedan,1,0,5,0,11000,0.5190666772,3,4,4,4,4,3,4,4,3,2,2,0
5299,795662,1,0,10-19y,high school,poverty,0.4197341006,1,before 2015,0,0,32765,13000,sports car,3,0,0,1,13000,0.4197341006,2,3,3,3,3,4,4,3,2,4,2,1
5300,412548,0,0,0-9y,university,middle class,0.6427538918,1,after 2015,0,0,21217,15000,sedan,0,0,0,1,15000,0.6427538918,5,2,3,3,3,3,4,2,3,3,3,1
5301,89332,0,0,0-9y,none,poverty,0.4185559664,0,before 2015,0,0,32765,13000,sedan,0,0,0,1,13000,0.4185559664,2,2,3,3,3,3,3,2,4,4,2,1
5302,869442,2,1,20-29y,university,upper class,0.5465222147,1,before 2015,1,0,10238,9000,sedan,3,0,5,0,9000,0.5465222147,4,4,3,4,4,4,4,4,3,2,2,0
5304,576743,2,0,10-19y,university,upper class,0.6868684281,1,after 2015,1,0,10238,14000,sedan,0,0,0,0,14000,0.6868684281,5,4,3,4,3,3,4,3,3,2,3,0
5305,33658,2,0,20-29y,university,upper class,,1,after 2015,1,1,10238,11000,sedan,1,1,0,0,11000,0.5250327586,3,4,4,4,3,3,4,4,3,2,3,0
5306,514828,1,0,0-9y,none,working class,0.6027630037,1,after 2015,0,1,10238,13000,sedan,0,0,0,0,13000,0.6027630037,4,3,4,3,3,3,4,2,4,5,3,0
5307,589593,0,1,0-9y,high school,upper class,0.492530082,1,before 2015,0,0,10238,18000,sedan,0,0,0,1,18000,0.492530082,3,2,3,3,3,3,4,2,2,2,2,1
5308,75945,1,1,10-19y,university,middle class,0.546371015,1,before 2015,1,1,10238,11000,sports car,2,0,2,1,11000,0.546371015,4,3,4,4,4,4,4,3,3,3,2,1
5309,296897,1,1,10-19y,none,poverty,0.4222944936,0,before 2015,0,0,32765,14000,sedan,3,0,0,1,14000,0.4222944936,2,3,3,3,3,4,3,3,4,4,2,1
